# Standard, non-uniform FFT-based periodogram
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00018885811529837266
# Detrended: True
# Trend type: linear
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.00012626450446025998
# 1% FAP (bootstrap): 0.0001497880814284838
# 0.1% FAP (bootstrap): 0.00018033995315617428
# Window applied: KaiserBessel
# frequency,power
1.63959199e-02,4.86272866e-06
1.64336985e-02,3.30188815e-06
1.64714771e-02,2.07110663e-06
1.65092558e-02,1.12397149e-06
1.65470344e-02,4.77343735e-07
1.65848130e-02,1.87581244e-07
1.66225916e-02,3.22512706e-07
1.66603702e-02,9.39414362e-07
1.66981488e-02,2.06619534e-06
1.67359275e-02,3.68304149e-06
1.67737061e-02,5.70967846e-06
1.68114847e-02,8.00729179e-06
1.68492633e-02,1.03982952e-05
1.68870419e-02,1.26965243e-05
1.69248206e-02,1.47344892e-05
1.69625992e-02,1.63777821e-05
1.70003778e-02,1.75262083e-05
1.70381564e-02,1.81091306e-05
1.70759350e-02,1.80839997e-05
1.71137136e-02,1.74424823e-05
1.71514923e-02,1.62219193e-05
1.71892709e-02,1.45150534e-05
1.72270495e-02,1.24700787e-05
1.72648281e-02,1.02761182e-05
1.73026067e-02,8.13518024e-06
1.73403853e-02,6.22796290e-06
1.73781640e-02,4.68414459e-06
1.74159426e-02,3.56562543e-06
1.74537212e-02,2.86466469e-06
1.74914998e-02,2.51269288e-06
1.75292784e-02,2.39457488e-06
1.75670570e-02,2.36756037e-06
1.76048357e-02,2.28870427e-06
1.76426143e-02,2.05253791e-06
1.76803929e-02,1.63116157e-06
1.77181715e-02,1.09869221e-06
1.77559501e-02,6.21403544e-07
1.77937287e-02,4.08266467e-07
1.78315074e-02,6.37443724e-07
1.78692860e-02,1.38902025e-06
1.79070646e-02,2.61248306e-06
1.79448432e-02,4.14004069e-06
1.79826218e-02,5.73493041e-06
1.80204005e-02,7.15032687e-06
1.80581791e-02,8.17543211e-06
1.80959577e-02,8.65764519e-06
1.81337363e-02,8.50547513e-06
1.81715149e-02,7.68838371e-06
1.82092935e-02,6.25196289e-06
1.82470722e-02,4.35699683e-06
1.82848508e-02,2.33021011e-06
1.83226294e-02,6.91270048e-07
1.83604080e-02,1.10628146e-07
1.83981866e-02,1.27096958e-06
1.84359652e-02,4.65195814e-06
1.84737439e-02,1.03123416e-05
1.85115225e-02,1.77706762e-05
1.85493011e-02,2.60606426e-05
1.85870797e-02,3.39641468e-05
1.86248583e-02,4.03421064e-05
1.86626369e-02,4.44360595e-05
1.87004156e-02,4.60299855e-05
1.87381942e-02,4.54298570e-05
1.87759728e-02,4.32983291e-05
1.88137514e-02,4.04315620e-05
1.88515300e-02,3.75657360e-05
1.88893087e-02,3.52630856e-05
1.89270873e-02,3.38791731e-05
1.89648659e-02,3.35798479e-05
1.90026445e-02,3.43685900e-05
1.90404231e-02,3.60986615e-05
1.90782017e-02,3.84682811e-05
1.91159804e-02,4.10184937e-05
1.91537590e-02,4.31625202e-05
1.91915376e-02,4.42669852e-05
1.92293162e-02,4.37810300e-05
1.92670948e-02,4.13797736e-05
1.93048734e-02,3.70700208e-05
1.93426521e-02,3.12124742e-05
1.93804307e-02,2.44463225e-05
1.94182093e-02,1.75443892e-05
1.94559879e-02,1.12564840e-05
1.94937665e-02,6.19814166e-06
1.95315451e-02,2.81165882e-06
1.95693238e-02,1.38472509e-06
1.96071024e-02,2.08393515e-06
1.96448810e-02,4.96185019e-06
1.96826596e-02,9.92390888e-06
1.97204382e-02,1.66763434e-05
1.97582168e-02,2.46961605e-05
1.97959955e-02,3.32579544e-05
1.98337741e-02,4.15252042e-05
1.98715527e-02,4.86827550e-05
1.99093313e-02,5.40690541e-05
1.99471099e-02,5.72689255e-05
1.99848886e-02,5.81457028e-05
2.00226672e-02,5.68150146e-05
2.00604458e-02,5.35803283e-05
2.00982244e-02,4.88574420e-05
2.01360030e-02,4.31105496e-05
2.01737816e-02,3.68101524e-05
2.02115603e-02,3.04090077e-05
2.02493389e-02,2.43236955e-05
2.02871175e-02,1.89109340e-05
2.03248961e-02,1.44381070e-05
2.03626747e-02,1.10587540e-05
2.04004533e-02,8.80593259e-06
2.04382320e-02,7.60618803e-06
2.04760106e-02,7.30195099e-06
2.05137892e-02,7.66494107e-06
2.05515678e-02,8.39601178e-06
2.05893464e-02,9.13041593e-06
2.06271250e-02,9.48095785e-06
2.06649037e-02,9.13660604e-06
2.07026823e-02,7.99293899e-06
2.07404609e-02,6.24927927e-06
2.07782395e-02,4.39962749e-06
2.08160181e-02,3.08624313e-06
2.08537968e-02,2.85808935e-06
2.08915754e-02,3.93799556e-06
2.09293540e-02,6.11159088e-06
2.09671326e-02,8.79789748e-06
2.10049112e-02,1.12740543e-05
2.10426898e-02,1.29534277e-05
2.10804685e-02,1.35955768e-05
2.11182471e-02,1.33652787e-05
2.11560257e-02,1.27311484e-05
2.11938043e-02,1.22634766e-05
2.12315829e-02,1.24244419e-05
2.12693615e-02,1.34321329e-05
2.13071402e-02,1.52345141e-05
2.13449188e-02,1.75757048e-05
2.13826974e-02,2.01008677e-05
2.14204760e-02,2.24436559e-05
2.14582546e-02,2.42694841e-05
2.14960332e-02,2.52887781e-05
2.15338119e-02,2.52788719e-05
2.15715905e-02,2.41428479e-05
2.16093691e-02,2.19935224e-05
2.16471477e-02,1.92095156e-05
2.16849263e-02,1.64013194e-05
2.17227049e-02,1.42626409e-05
2.17604836e-02,1.33471715e-05
2.17982622e-02,1.38627769e-05
2.18360408e-02,1.55781937e-05
2.18738194e-02,1.78873144e-05
2.19115980e-02,2.00024861e-05
2.19493767e-02,2.11945604e-05
2.19871553e-02,2.09908371e-05
2.20249339e-02,1.92778155e-05
2.20627125e-02,1.63040849e-05
2.21004911e-02,1.26094526e-05
2.21382697e-02,8.90932478e-06
2.21760484e-02,5.95155277e-06
2.22138270e-02,4.35747698e-06
2.22516056e-02,4.46956724e-06
2.22893842e-02,6.24553842e-06
2.23271628e-02,9.24333364e-06
2.23649414e-02,1.27197626e-05
2.24027201e-02,1.58233912e-05
2.24404987e-02,1.78211450e-05
2.24782773e-02,1.82815501e-05
2.25160559e-02,1.71555396e-05
2.25538345e-02,1.47387956e-05
2.25916131e-02,1.15452611e-05
2.26293918e-02,8.14841516e-06
2.26671704e-02,5.04617832e-06
2.27049490e-02,2.58297881e-06
2.27427276e-02,9.33314753e-07
2.27805062e-02,1.29170388e-07
2.28182849e-02,1.05453609e-07
2.28560635e-02,7.41844323e-07
2.28938421e-02,1.89001262e-06
2.29316207e-02,3.38598585e-06
2.29693993e-02,5.05465409e-06
2.30071779e-02,6.71555576e-06
2.30449566e-02,8.19642210e-06
2.30827352e-02,9.35499520e-06
2.31205138e-02,1.01029802e-05
2.31582924e-02,1.04220557e-05
2.31960710e-02,1.03633727e-05
2.32338496e-02,1.00290510e-05
2.32716283e-02,9.54361766e-06
2.33094069e-02,9.02945355e-06
2.33471855e-02,8.59855135e-06
2.33849641e-02,8.36255338e-06
2.34227427e-02,8.44934704e-06
2.34605213e-02,9.00583572e-06
2.34983000e-02,1.01699701e-05
2.35360786e-02,1.20112997e-05
2.35738572e-02,1.44607782e-05
2.36116358e-02,1.72654076e-05
2.36494144e-02,2.00015963e-05
2.36871930e-02,2.21615992e-05
2.37249717e-02,2.32978742e-05
2.37627503e-02,2.31843308e-05
2.38005289e-02,2.19424830e-05
2.38383075e-02,2.00885804e-05
2.38760861e-02,1.84800301e-05
2.39138648e-02,1.81664315e-05
2.39516434e-02,2.01735346e-05
2.39894220e-02,2.52629574e-05
2.40272006e-02,3.37166571e-05
2.40649792e-02,4.51944831e-05
2.41027578e-02,5.87058324e-05
2.41405365e-02,7.27199208e-05
2.41783151e-02,8.54114196e-05
2.42160937e-02,9.50015299e-05
2.42538723e-02,1.00119421e-04
2.42916509e-02,1.00090467e-04
2.43294295e-02,9.50692672e-05
2.43672082e-02,8.59786226e-05
2.44049868e-02,7.42766229e-05
2.44427654e-02,6.16279641e-05
2.44805440e-02,4.95790720e-05
2.45183226e-02,3.93203769e-05
2.45561012e-02,3.15730106e-05
2.45938799e-02,2.65862586e-05
2.46316585e-02,2.42009119e-05
2.46694371e-02,2.39343180e-05
2.47072157e-02,2.50680514e-05
2.47449943e-02,2.67475228e-05
2.47827730e-02,2.81125060e-05
2.48205516e-02,2.84595981e-05
2.48583302e-02,2.74027448e-05
2.48961088e-02,2.49706901e-05
2.49338874e-02,2.15844172e-05
2.49716660e-02,1.78996902e-05
2.50094447e-02,1.45626082e-05
2.50472233e-02,1.19759528e-05
2.50850019e-02,1.01804356e-05
2.51227805e-02,8.90880955e-06
2.51605591e-02,7.79245290e-06
2.51983377e-02,6.62819248e-06
2.52361164e-02,5.58355561e-06
2.52738950e-02,5.24493698e-06
2.53116736e-02,6.48013554e-06
2.53494522e-02,1.01614854e-05
2.53872308e-02,1.68461789e-05
2.54250094e-02,2.65204454e-05
2.54627881e-02,3.84879525e-05
2.55005667e-02,5.14365516e-05
2.55383453e-02,6.36686944e-05
2.55761239e-02,7.34406834e-05
2.56139025e-02,7.93295372e-05
2.56516811e-02,8.05366803e-05
2.56894598e-02,7.70490115e-05
2.57272384e-02,6.96123403e-05
2.57650170e-02,5.95252053e-05
2.58027956e-02,4.83171711e-05
2.58405742e-02,3.74137136e-05
2.58783529e-02,2.78908776e-05
2.59161315e-02,2.03834668e-05
2.59539101e-02,1.51459700e-05
2.59916887e-02,1.22045672e-05
2.60294673e-02,1.15091448e-05
2.60672459e-02,1.30086934e-05
2.61050246e-02,1.66223101e-05
2.61428032e-02,2.21356740e-05
2.61805818e-02,2.90912767e-05
2.62183604e-02,3.67439187e-05
2.62561390e-02,4.41228624e-05
2.62939176e-02,5.01954368e-05
2.63316963e-02,5.40847322e-05
