# Welch's power spectrum estimate
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00032236155369113673
# 6-dB main lobe half width (1/2 limiting resolution): 0.0035912120288300823
# Actual number of segments: 5
# Effective number of segments: 4.988474628218962
# Segment start and end points: [[0, 203], [101, 304], [203, 406], [304, 507], [405, 611]]
# Segments detrended: True
# Trend type: linear
# Window applied: BlackmanHarris
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.0004897159104923477
# 1% FAP (bootstrap): 0.000576032303070119
# 0.1% FAP (bootstrap): 0.0006686909239068843
# frequency,power
3.13440860e-02,3.97233420e-05
3.13978495e-02,3.30998536e-05
3.14516129e-02,3.27396698e-05
3.15053763e-02,3.33938940e-05
3.15591398e-02,3.40384795e-05
3.16129032e-02,3.46726802e-05
3.16666667e-02,3.52958004e-05
3.17204301e-02,3.59071944e-05
3.17741935e-02,3.65062672e-05
3.18279570e-02,3.70924741e-05
3.18817204e-02,3.76653210e-05
3.19354839e-02,3.82243640e-05
3.19892473e-02,3.87692095e-05
3.20430108e-02,3.92995137e-05
3.20967742e-02,4.01024348e-05
3.21505376e-02,4.27971488e-05
3.22043011e-02,4.54281783e-05
3.22580645e-02,4.79768899e-05
3.23118280e-02,5.04282332e-05
3.23655914e-02,5.27707901e-05
3.24193548e-02,5.49967528e-05
3.24731183e-02,5.71018360e-05
3.25268817e-02,5.90851287e-05
3.25806452e-02,6.09488880e-05
3.26344086e-02,6.26982908e-05
3.26881720e-02,6.43411484e-05
3.27419355e-02,6.58875848e-05
3.27956989e-02,6.73496982e-05
3.28494624e-02,6.87412095e-05
3.29032258e-02,6.77899471e-05
3.29569892e-02,6.74781237e-05
3.30107527e-02,6.83718955e-05
3.30645161e-02,6.98234888e-05
3.31182796e-02,7.12125535e-05
3.31720430e-02,7.20083663e-05
3.32258065e-02,7.18187498e-05
3.32795699e-02,7.04218847e-05
3.33333333e-02,6.77790011e-05
3.33870968e-02,6.40278907e-05
3.34408602e-02,5.94587896e-05
3.34946237e-02,5.44758589e-05
3.35483871e-02,4.95483830e-05
3.36021505e-02,4.84450945e-05
3.36559140e-02,4.85970046e-05
3.37096774e-02,4.87439751e-05
3.37634409e-02,4.88867485e-05
3.38172043e-02,4.90260776e-05
3.38709677e-02,4.91627233e-05
3.39247312e-02,4.92974537e-05
3.39784946e-02,5.11935942e-05
3.40322581e-02,5.64491530e-05
3.40860215e-02,6.17987975e-05
3.41397849e-02,6.68524116e-05
3.41935484e-02,7.12935665e-05
3.42473118e-02,7.49069291e-05
3.43010753e-02,7.75918838e-05
3.43548387e-02,7.93635413e-05
3.44086022e-02,8.03436552e-05
3.44623656e-02,8.07443019e-05
3.45161290e-02,8.08469085e-05
3.45698925e-02,8.09789766e-05
3.46236559e-02,8.14904583e-05
3.46774194e-02,8.27313259e-05
3.47311828e-02,8.50305832e-05
3.47849462e-02,8.86752059e-05
3.48387097e-02,9.38858579e-05
3.48924731e-02,1.00786044e-04
3.49462366e-02,1.09363931e-04
3.50000000e-02,1.12355359e-04
3.50537634e-02,1.13444341e-04
3.51075269e-02,1.13936762e-04
3.51612903e-02,1.13821073e-04
3.52150538e-02,1.13100138e-04
3.52688172e-02,1.11784338e-04
3.53225806e-02,1.09884980e-04
3.53763441e-02,1.07408729e-04
3.54301075e-02,1.04353840e-04
3.54838710e-02,1.00708939e-04
3.55376344e-02,9.64549481e-05
3.55913978e-02,9.15703691e-05
3.56451613e-02,9.80791384e-05
3.56989247e-02,1.06446840e-04
3.57526882e-02,1.00543470e-04
3.58064516e-02,8.72773419e-05
3.58602151e-02,7.57200503e-05
3.59139785e-02,6.61991379e-05
3.59677419e-02,5.99601890e-05
3.60215054e-02,6.05241244e-05
3.60752688e-02,6.11061377e-05
3.61290323e-02,6.17061767e-05
3.61827957e-02,6.23241569e-05
3.62365591e-02,6.29599580e-05
3.62903226e-02,6.36134281e-05
3.63440860e-02,6.42843828e-05
3.63978495e-02,6.49726052e-05
3.64516129e-02,6.56778463e-05
3.65053763e-02,7.03971683e-05
